Gene_ID Gene_name numAparitions
1208 ygr174w-aΔ 6
1209 yjr124cΔ 1
1210 lpl1Δ 4
1211 hgh1Δ 47
1212 dph1Δ 3
1213 pct1Δ 9
1214 sol4Δ 2
1215 mnt2Δ 1
1216 ybp2Δ 5
1217 mep1Δ 1
1218 sap185Δ 2
1219 lac1Δ 4
1220 fmp25Δ 3
1221 atg5Δ 3
1222 yhl015w-aΔ 5
1223 spo11Δ 14
1224 rim4Δ 4
1225 inp2Δ 2
1226 pkp2Δ 2
1227 cne1Δ 7
1228 atg12Δ 3
1229 yps7Δ 2
1230 tho1Δ 2
1231 mss11Δ 1
1232 mrs2Δ 2
1233 dom34Δ 1
1234 ade1Δ 1
1235 grx3Δ 3
1236 sec5-24 2
1237 msn4Δ 1
1238 nba1Δ 2
1239 egd2Δ 44
1240 yil046w-aΔ 10
1241 tid3-1 54
1242 tpc1Δ 1
1243 cyt2Δ 3
1244 tum1Δ 3
1245 srs2Δ 98
1246 mph1Δ 3
1247 yjl118wΔ 17
1248 rkm2Δ 1
1249 exo1Δ 3
1250 add66Δ 18
1251 ste6Δ 46
1252 pad1Δ 4
1253 rup1Δ 1
1254 shc1Δ 2
1255 scp1Δ 3
1256 kkq8Δ 2
1257 ylr224wΔ 60
1258 tma7Δ 14
1259 ylr287cΔ 3
1260 atg3Δ 3
1261 dga1Δ 2
1262 alb1Δ 1
1263 rmd8Δ 1
1264 rgi2Δ 4
1265 tpp1Δ 3
1266 oye2Δ 1
1267 ams1Δ 1
1268 RNA14-ph 25
1269 sip5Δ 7
1270 ynl058cΔ 1
1271 hxt10Δ 1
1272 fbp1Δ 2
1273 cap2Δ 1
1274 ynl042w-bΔ 7
1275 pho90Δ 1
1276 nab6Δ 2
1277 dip5Δ 1
1278 vhs2Δ 2
1279 kre1Δ 184
1280 sec1-1 2
1281 rri2Δ 3
1282 hpf1Δ 3
1283 azf1Δ 35
1284 yor114wΔ 5
1285 adh6Δ 1
1286 ser1Δ 91
1287 tfb6Δ 10
1288 pxa1Δ 4
1289 ypl245wΔ 18
1290 cps1Δ 1
1291 uba3Δ 35
1292 spn1-K192N 141
1293 yet1Δ 1
1294 syf2Δ 2
1295 eki1Δ 2
1296 tof2Δ 1
1297 zrg17Δ 1
1298 hxt8Δ 1
1299 sas4Δ 1
1300 sco2Δ 1
1301 ypk3Δ 2
1302 ych1Δ 2
1303 far8Δ 3
1304 ufo1Δ 24
1305 rev1Δ 1
1306 yml020wΔ 1
1307 cbr1Δ 1
1308 mix14Δ 3
1309 rtn1Δ 2
1310 emp46Δ 1
1311 rnh70Δ 1
1312 nqm1Δ 1
1313 gad1Δ 2
1314 pps1Δ 1
1315 rad10Δ 1
1316 pkh3Δ 1
1317 gip2Δ 1
1318 met5Δ 1
